Date,Unemp_Hispanic,Unemp_Asian,Unemp_Black,Unemp_White,Unemp_Civilian,Unemp_Men,Unemp_Women,Unemp_White_Men,20-24,25-34,35-44,45-54,55 and up,"Unemp (>25, less than HS)","Unemp (>25, HS)","Unemp (>25, College)","Unemp (>25, Master)","Unemp (>25, Doctoral)"
1984-05-01,10.6,,15.7,6.4,7.4,7.3,7.6,4.672,11.1,7.2,5.3,5.0,4.5,,,,,
1984-04-01,11.6,,16.5,6.7,7.7,7.7,7.8,5.159000000000001,12.1,7.6,5.6,4.8,4.4,,,,,
1984-03-01,11.5,,16.6,6.7,7.8,7.7,7.8,5.159000000000001,11.8,7.8,5.3,4.8,4.3,,,,,
1984-02-01,10.4,,16.2,6.8,7.8,7.8,7.8,5.303999999999999,11.7,7.9,5.4,5.0,4.4,,,,,
1984-01-01,11.4,,17.3,6.9,8.0,8.1,7.9,5.589,12.5,8.0,5.5,5.1,4.7,,,,,
1983-12-01,11.6,,17.8,7.1,8.3,8.3,8.3,5.893,12.4,8.3,5.7,5.5,4.9,,,,,
1983-11-01,12.3,,17.5,7.4,8.5,8.6,8.2,6.364,13.0,8.5,5.9,5.3,4.8,,,,,
1983-10-01,12.1,,18.2,7.7,8.8,9.1,8.5,7.007,13.6,8.8,6.3,5.6,4.8,,,,,
1983-09-01,12.9,,18.8,8.0,9.2,9.5,8.7,7.6,13.8,9.3,6.7,5.8,5.0,,,,,
1983-08-01,13.0,,19.7,8.2,9.5,9.8,9.0,8.036,14.4,9.4,6.7,6.2,5.0,,,,,
1983-07-01,12.4,,19.4,8.2,9.4,9.8,9.0,8.036,13.8,9.4,7.1,6.0,5.2,,,,,
1983-06-01,14.3,,20.7,8.7,10.1,10.1,9.9,8.786999999999999,14.6,10.1,7.4,6.4,5.5,,,,,
1983-05-01,14.0,,20.3,8.8,10.1,10.5,9.5,9.24,15.2,10.1,7.6,6.8,5.4,,,,,
1983-04-01,14.8,,20.4,8.9,10.2,10.7,9.5,9.523000000000001,15.4,10.1,7.4,6.8,5.8,,,,,
1983-03-01,15.6,,20.1,9.1,10.3,10.7,9.8,9.736999999999998,15.6,10.7,7.5,6.5,5.4,,,,,
1983-02-01,15.5,,19.9,9.3,10.4,10.9,9.9,10.137,16.2,10.6,7.8,6.6,5.6,,,,,
1983-01-01,15.3,,21.2,9.1,10.4,10.7,10.1,9.736999999999998,16.0,10.6,7.8,6.5,5.5,,,,,
1982-12-01,15.7,,20.9,9.7,10.8,11.2,10.4,10.863999999999999,16.3,11.0,8.5,6.4,5.7,,,,,
1982-11-01,15.2,,20.2,9.6,10.8,11.1,10.2,10.655999999999999,16.4,10.8,8.1,6.6,5.5,,,,,
1982-10-01,15.0,,20.1,9.2,10.4,10.9,9.8,10.028,15.8,10.7,7.6,6.4,5.4,,,,,
1982-09-01,14.4,,19.7,9.0,10.1,10.6,9.5,9.54,15.3,10.6,7.1,6.3,5.1,,,,,
1982-08-01,14.8,,18.9,8.7,9.8,10.2,9.4,8.873999999999999,15.1,9.9,7.0,5.7,5.1,,,,,
1982-07-01,14.2,,18.8,8.7,9.8,10.0,9.6,8.7,14.8,10.1,6.7,5.8,5.1,,,,,
1982-06-01,13.8,,18.5,8.5,9.6,9.8,9.2,8.330000000000002,14.6,10.0,6.6,5.2,5.1,,,,,
1982-05-01,13.9,,18.5,8.2,9.4,9.4,9.3,7.707999999999999,14.3,9.5,6.6,5.6,4.9,,,,,
1982-04-01,12.9,,18.2,8.3,9.3,9.4,9.3,7.8020000000000005,14.6,9.3,6.4,5.3,5.0,,,,,
1982-03-01,12.2,,18.1,8.0,9.0,9.1,8.9,7.28,14.2,8.9,6.4,5.5,4.7,,,,,
1982-02-01,12.1,,17.7,7.8,8.9,8.8,8.9,6.864000000000001,14.0,8.4,6.2,5.1,4.4,,,,,
1982-01-01,11.7,,17.3,7.6,8.6,8.7,8.5,6.611999999999998,13.5,8.3,6.0,5.0,4.2,,,,,
1981-12-01,11.7,,17.2,7.5,8.5,8.5,8.5,6.375,13.5,8.4,6.0,4.9,4.1,,,,,
1981-11-01,11.2,,16.8,7.3,8.3,8.1,8.4,5.912999999999999,12.8,8.0,5.7,4.6,3.7,,,,,
1981-10-01,10.7,,16.7,6.9,7.9,7.7,8.3,5.313000000000001,12.6,7.7,5.3,4.4,3.8,,,,,
1981-09-01,9.6,,15.9,6.6,7.6,7.2,8.1,4.751999999999999,12.3,7.2,5.0,4.1,3.8,,,,,
1981-08-01,10.0,,16.3,6.3,7.4,7.2,7.7,4.536,12.1,7.1,4.6,4.4,3.5,,,,,
1981-07-01,10.0,,15.0,6.3,7.2,6.9,7.7,4.347,11.6,7.0,4.6,4.2,3.5,,,,,
1981-06-01,10.3,,15.7,6.5,7.5,7.3,7.8,4.745,12.2,7.0,4.8,4.2,3.3,,,,,
1981-05-01,10.0,,14.8,6.6,7.5,7.3,7.8,4.818,12.8,7.3,4.5,3.9,3.4,,,,,
1981-04-01,9.5,,14.7,6.4,7.2,6.9,7.6,4.416,11.9,6.7,5.0,3.6,3.3,,,,,
1981-03-01,10.2,,15.1,6.5,7.4,7.1,7.7,4.614999999999999,11.7,6.9,5.0,4.0,3.7,,,,,
1981-02-01,11.3,,14.7,6.6,7.4,7.3,7.7,4.818,11.8,7.0,4.9,4.1,3.6,,,,,
1981-01-01,10.6,,14.6,6.7,7.5,7.2,7.8,4.824000000000001,11.9,7.2,4.8,4.1,3.5,,,,,
1980-12-01,10.3,,15.0,6.3,7.2,6.9,7.6,4.347,11.5,7.1,4.7,4.1,3.5,,,,,
1980-11-01,9.9,,15.1,6.5,7.5,7.3,7.6,4.745,12.1,7.1,4.5,4.5,3.4,,,,,
1980-10-01,10.6,,15.1,6.6,7.5,7.4,7.7,4.8839999999999995,12.3,7.5,4.8,4.2,3.3,,,,,
1980-09-01,11.4,,14.8,6.6,7.5,7.6,7.3,5.016,12.2,7.6,4.8,4.2,3.5,,,,,
1980-08-01,10.8,,14.6,6.9,7.7,7.7,7.8,5.313000000000001,12.2,7.6,5.3,4.5,3.4,,,,,
1980-07-01,10.8,,15.3,6.9,7.8,7.8,7.8,5.382,12.4,7.6,5.2,4.4,3.4,,,,,
1980-06-01,10.1,,14.6,6.7,7.6,7.6,7.6,5.092,12.2,7.4,4.8,4.2,3.3,,,,,
1980-05-01,10.1,,14.4,6.6,7.5,7.4,7.5,4.8839999999999995,12.4,7.2,4.8,3.9,3.4,,,,,
1980-04-01,10.4,,13.8,6.1,6.9,6.7,7.2,4.087,11.2,7.0,4.4,3.8,3.3,,,,,
1980-03-01,9.2,,12.9,5.6,6.3,5.9,6.9,3.304,10.0,6.2,4.1,3.6,2.9,,,,,
1980-02-01,8.9,,12.9,5.5,6.3,5.8,7.0,3.19,10.0,5.8,4.1,3.4,2.9,,,,,
1980-01-01,8.7,,13.0,5.5,6.3,5.8,6.9,3.19,10.2,5.6,3.9,3.4,3.4,,,,,
1979-12-01,9.1,,12.2,5.2,6.0,5.3,6.8,2.756,10.0,5.2,3.7,3.1,2.8,,,,,
1979-11-01,9.2,,11.9,5.2,5.9,5.3,6.7,2.756,9.0,5.4,3.7,3.2,2.9,,,,,
1979-10-01,8.7,,12.3,5.2,6.0,5.3,6.9,2.756,9.5,5.1,3.7,3.3,3.1,,,,,
1979-09-01,7.6,,11.7,5.2,5.9,5.2,6.7,2.704,9.4,4.9,3.8,3.2,2.9,,,,,
1979-08-01,8.7,,12.4,5.3,6.0,5.2,7.1,2.756,9.6,5.3,3.8,3.1,3.1,,,,,
1979-07-01,8.1,,12.1,4.9,5.7,5.1,6.6,2.4989999999999997,9.1,5.0,3.3,3.1,3.1,,,,,
1979-06-01,8.4,,12.2,4.9,5.7,4.9,6.8,2.4010000000000002,8.9,5.0,3.4,3.1,2.9,,,,,
1979-05-01,7.9,,12.4,4.8,5.6,4.8,6.7,2.304,8.9,4.9,3.4,3.0,3.1,,,,,
1979-04-01,8.2,,12.9,5.0,5.8,5.1,6.8,2.55,8.7,5.1,3.5,3.5,3.0,,,,,
1979-03-01,7.9,,12.5,5.1,5.8,5.1,6.8,2.601,9.0,5.3,3.4,3.3,3.2,,,,,
1979-02-01,7.7,,13.1,5.1,5.9,5.2,6.9,2.6519999999999997,9.0,5.4,3.5,3.3,3.1,,,,,
1979-01-01,8.2,,12.4,5.1,5.9,5.1,6.9,2.601,8.8,5.4,3.7,3.1,2.9,,,,,
1978-12-01,8.7,,12.4,5.2,6.0,5.3,7.0,2.756,9.2,5.4,3.7,3.2,3.0,,,,,
1978-11-01,8.4,,12.7,5.0,5.9,5.0,7.0,2.5,9.2,5.2,3.5,3.0,3.0,,,,,
1978-10-01,8.5,,11.8,5.0,5.8,5.1,6.7,2.55,8.7,5.1,3.6,3.3,3.1,,,,,
1978-09-01,8.9,,11.9,5.2,6.0,5.1,7.2,2.6519999999999997,9.4,5.2,3.5,3.4,3.3,,,,,
1978-08-01,9.1,,12.3,5.1,5.9,5.0,7.2,2.55,9.2,5.4,3.7,3.2,2.9,,,,,
1978-07-01,9.5,,13.0,5.3,6.2,5.1,7.6,2.703,9.9,5.3,3.7,3.4,3.1,,,,,
1978-06-01,9.1,,12.8,5.0,5.9,4.9,7.2,2.45,9.4,5.0,3.7,3.3,3.1,,,,,
1978-05-01,9.6,,13.0,5.2,6.0,5.2,7.2,2.704,9.2,5.4,4.0,3.4,3.2,,,,,
1978-04-01,8.5,,12.9,5.3,6.1,5.3,7.1,2.809,10.1,5.4,3.5,3.0,3.2,,,,,
1978-03-01,9.5,,13.1,5.4,6.3,5.6,7.2,3.024,10.3,5.5,3.8,3.2,3.2,,,,,
1978-02-01,9.9,,13.1,5.5,6.3,5.6,7.2,3.0799999999999996,10.3,5.3,3.7,3.3,3.3,,,,,
1978-01-01,9.3,,13.9,5.5,6.4,5.6,7.6,3.0799999999999996,10.6,5.7,3.9,3.4,3.5,,,,,
1977-12-01,8.8,,13.6,5.5,6.4,5.5,7.5,3.025,10.1,5.9,3.8,3.5,3.9,,,,,
1977-11-01,9.3,,14.7,5.8,6.8,5.8,8.1,3.3640000000000003,10.5,6.1,4.3,3.5,4.0,,,,,
1977-10-01,9.4,,14.5,5.9,6.8,6.0,7.9,3.540000000000001,10.4,6.4,4.2,3.6,4.2,,,,,
1977-09-01,9.7,,14.5,6.0,6.8,5.8,8.1,3.4799999999999995,10.7,6.2,4.1,3.6,4.0,,,,,
1977-08-01,9.4,,15.1,6.0,7.0,6.2,8.1,3.72,11.3,6.3,4.3,3.9,3.8,,,,,
1977-07-01,9.5,,13.9,6.0,6.9,6.1,8.0,3.6599999999999993,10.7,6.4,4.4,3.6,3.9,,,,,
1977-06-01,10.1,,13.9,6.4,7.2,6.4,8.4,4.096000000000001,10.9,6.5,4.5,4.1,3.9,,,,,
1977-05-01,9.9,,13.5,6.3,7.0,6.4,7.9,4.032,11.0,6.3,4.4,4.0,4.1,,,,,
1977-04-01,9.6,,12.8,6.4,7.2,6.4,8.4,4.096000000000001,11.0,6.8,4.3,4.1,4.1,,,,,
1977-03-01,11.2,,13.9,6.7,7.4,6.6,8.6,4.422,11.4,6.8,4.7,4.4,4.3,,,,,
1977-02-01,11.4,,14.2,6.9,7.6,7.0,8.6,4.83,12.0,6.9,4.8,4.3,4.7,,,,,
1977-01-01,11.2,,13.8,6.8,7.5,6.8,8.5,4.624,11.4,6.9,4.5,4.5,4.3,,,,,
1976-12-01,11.7,,14.1,7.0,7.8,7.2,8.5,5.04,12.1,7.2,4.9,4.8,4.2,,,,,
1976-11-01,11.7,,14.0,7.1,7.8,7.3,8.7,5.183,12.3,7.2,4.8,4.6,4.5,,,,,
1976-10-01,11.6,,13.9,7.0,7.7,7.0,8.7,4.9,12.4,7.2,4.9,4.4,4.5,,,,,
1976-09-01,11.8,,13.7,7.0,7.6,7.0,8.7,4.9,11.7,7.3,5.1,4.5,4.7,,,,,
1976-08-01,12.4,,14.3,7.1,7.8,6.9,9.0,4.899,12.0,7.2,4.9,4.4,4.7,,,,,
1976-07-01,11.7,,13.9,7.1,7.8,7.1,8.8,5.0409999999999995,11.5,7.3,5.2,4.8,4.9,,,,,
1976-06-01,11.1,,14.3,6.9,7.6,7.1,8.4,4.899,11.9,7.1,4.8,4.3,4.8,,,,,
1976-05-01,10.5,,13.2,6.7,7.4,6.9,8.1,4.623000000000001,11.5,6.8,4.5,4.2,4.3,,,,,
1976-04-01,11.7,,13.8,6.9,7.7,7.0,8.6,4.83,12.0,6.6,4.9,4.3,4.6,,,,,
1976-03-01,11.0,,13.5,6.9,7.6,6.9,8.6,4.761000000000001,11.9,6.7,4.7,4.3,4.7,,,,,
1976-02-01,10.7,,14.4,6.9,7.7,7.0,8.8,4.83,11.9,7.1,5.0,4.3,4.6,,,,,
1976-01-01,11.4,,14.3,7.2,7.9,7.3,8.9,5.256,12.7,7.1,5.0,4.5,4.6,,,,,
1975-12-01,12.1,,14.5,7.4,8.2,7.6,9.1,5.6240000000000006,12.9,7.3,5.3,5.0,5.0,,,,,
1975-11-01,12.4,,14.6,7.6,8.3,7.8,9.0,5.927999999999999,13.6,7.5,5.6,5.0,4.8,,,,,
1975-10-01,13.0,,14.9,7.7,8.4,7.8,9.2,6.006,13.7,7.6,5.6,5.5,4.9,,,,,
1975-09-01,12.7,,15.4,7.7,8.4,8.0,9.0,6.16,13.9,7.8,5.5,5.5,4.6,,,,,
1975-08-01,12.1,,15.2,7.7,8.4,7.9,9.2,6.083,13.5,7.6,5.6,5.4,4.7,,,,,
1975-07-01,11.6,,14.1,8.0,8.6,8.2,9.3,6.559999999999999,13.9,8.1,5.3,5.5,4.9,,,,,
1975-06-01,11.7,,15.0,8.1,8.8,8.3,9.4,6.723,13.3,8.5,5.8,5.6,4.9,,,,,
1975-05-01,14.3,,15.1,8.4,9.0,8.4,9.8,7.056,14.7,8.4,6.0,5.7,5.0,,,,,
1975-04-01,12.4,,15.3,8.0,8.8,8.2,9.6,6.559999999999999,14.4,8.2,6.2,5.2,4.9,,,,,
1975-03-01,12.1,,15.1,7.8,8.6,7.9,9.6,6.162,13.8,7.9,5.8,5.1,4.6,,,,,
1975-02-01,11.2,,14.4,7.4,8.1,7.4,9.1,5.476,13.1,7.4,5.4,4.7,4.5,,,,,
1975-01-01,10.7,,14.1,7.4,8.1,7.3,9.2,5.402,12.2,7.3,5.5,4.9,4.2,,,,,
1974-12-01,9.1,,13.1,6.4,7.2,6.4,8.3,4.096000000000001,11.6,6.4,4.6,4.0,3.8,,,,,
1974-11-01,8.6,,12.4,6.0,6.6,5.8,7.9,3.4799999999999995,10.5,5.9,4.1,3.7,3.2,,,,,
1974-10-01,8.2,,11.5,5.4,6.0,5.3,7.1,2.862,9.3,5.4,3.6,3.1,3.1,,,,,
1974-09-01,8.1,,10.8,5.4,5.9,5.0,7.1,2.7,9.6,4.8,3.6,3.2,3.1,,,,,
1974-08-01,8.1,,9.9,5.0,5.5,4.8,6.5,2.4,9.7,4.6,3.3,2.6,3.2,,,,,
1974-07-01,8.8,,10.4,4.9,5.5,4.7,6.8,2.3030000000000004,9.0,4.6,3.1,2.6,2.8,,,,,
1974-06-01,8.6,,10.1,4.8,5.4,4.6,6.5,2.2079999999999997,8.7,4.3,3.2,2.6,2.7,,,,,
1974-05-01,7.3,,9.7,4.6,5.1,4.4,6.3,2.0239999999999996,8.6,4.2,3.1,2.5,2.7,,,,,
1974-04-01,7.0,,9.5,4.5,5.1,4.5,6.0,2.025,8.0,4.7,3.1,2.6,2.6,,,,,
1974-03-01,7.6,,9.8,4.5,5.1,4.4,6.1,1.9800000000000002,8.0,4.4,2.8,2.7,2.6,,,,,
1974-02-01,7.8,,9.8,4.6,5.2,4.5,6.2,2.07,8.4,4.4,3.0,2.7,2.8,,,,,
1974-01-01,7.6,,9.5,4.6,5.1,4.4,6.2,2.0239999999999996,8.3,4.3,2.9,2.6,2.8,,,,,
1973-12-01,7.6,,9.0,4.4,4.9,4.2,6.1,1.8480000000000003,7.7,4.2,2.9,2.6,2.6,,,,,
1973-11-01,8.1,,9.3,4.3,4.8,4.1,6.0,1.763,7.4,4.1,2.7,2.4,2.7,,,,,
1973-10-01,8.0,,8.8,4.1,4.6,3.9,5.7,1.5989999999999998,7.1,4.0,2.4,2.3,2.7,,,,,
1973-09-01,7.7,,9.7,4.3,4.8,4.0,6.1,1.72,8.1,4.1,2.7,2.2,2.7,,,,,
1973-08-01,7.4,,9.2,4.3,4.8,4.1,6.0,1.763,7.9,4.4,2.6,2.4,2.7,,,,,
1973-07-01,7.2,,9.8,4.2,4.8,4.0,6.0,1.6800000000000002,8.1,4.2,2.5,2.3,2.8,,,,,
1973-06-01,7.9,,9.8,4.3,4.9,4.1,6.0,1.763,8.0,4.5,2.7,2.5,2.6,,,,,
1973-05-01,8.1,,9.6,4.3,4.9,4.3,5.7,1.849,7.8,4.5,2.7,2.3,2.5,,,,,
1973-04-01,7.9,,9.9,4.5,5.0,4.3,6.1,1.9349999999999998,8.0,4.2,2.7,2.8,2.5,,,,,
1973-03-01,7.3,,9.4,4.4,4.9,4.3,6.0,1.8920000000000003,7.8,4.3,2.9,2.7,2.6,,,,,
1973-02-01,,,9.5,4.5,5.0,4.3,6.2,1.9349999999999998,8.0,4.2,2.9,2.8,2.8,,,,,
1973-01-01,,,9.1,4.5,4.9,4.2,6.1,1.8900000000000003,8.1,4.4,3.0,2.7,2.8,,,,,
1972-12-01,,,9.4,4.6,5.2,4.5,6.2,2.07,8.5,4.3,2.9,2.7,3.0,,,,,
1972-11-01,,,10.0,4.7,5.3,4.6,6.2,2.1619999999999995,8.7,4.2,3.3,2.8,2.8,,,,,
1972-10-01,,,10.6,5.1,5.6,4.8,6.8,2.448,9.6,4.6,3.4,3.0,3.5,,,,,
1972-09-01,,,10.4,5.0,5.5,4.8,6.7,2.4,9.2,4.6,3.5,2.8,3.2,,,,,
1972-08-01,,,10.6,5.1,5.6,4.9,6.9,2.4989999999999997,9.1,4.5,3.7,3.0,3.5,,,,,
1972-07-01,,,10.5,5.1,5.6,4.8,7.0,2.448,9.7,4.6,3.7,3.1,3.4,,,,,
1972-06-01,,,10.2,5.1,5.7,4.9,6.8,2.4989999999999997,9.1,4.9,3.6,3.2,3.5,,,,,
1972-05-01,,,10.2,5.1,5.7,5.1,6.6,2.601,9.5,4.8,3.7,3.1,3.5,,,,,
1972-04-01,,,9.8,5.3,5.7,5.1,6.7,2.703,9.6,4.7,3.6,3.0,3.6,,,,,
1972-03-01,,,10.7,5.2,5.8,5.3,6.7,2.756,9.8,4.4,3.8,3.1,3.3,,,,,
1972-02-01,,,11.2,5.1,5.7,5.3,6.4,2.703,9.2,4.8,3.3,3.0,3.2,,,,,
1972-01-01,,,11.2,5.2,5.8,5.3,6.7,2.756,9.9,5.0,3.6,3.2,3.2,,,,,
1971-12-01,,,,5.4,6.0,5.5,6.8,2.9700000000000006,9.9,5.3,3.9,3.5,3.4,,,,,
1971-11-01,,,,5.6,6.0,5.4,7.0,3.024,10.4,5.5,3.8,3.3,3.4,,,,,
1971-10-01,,,,5.4,5.8,5.2,6.8,2.8080000000000003,9.5,5.4,4.0,3.3,2.9,,,,,
1971-09-01,,,,5.4,6.0,5.4,6.9,2.9160000000000004,9.7,5.3,3.9,3.6,3.2,,,,,
1971-08-01,,,,5.6,6.1,5.5,7.0,3.0799999999999996,10.1,5.2,4.1,3.5,3.4,,,,,
1971-07-01,,,,5.5,6.0,5.4,7.0,2.9700000000000006,9.7,5.3,4.0,3.5,3.1,,,,,
1971-06-01,,,,5.5,5.9,5.3,6.9,2.915,10.4,5.0,3.8,3.3,3.2,,,,,
1971-05-01,,,,5.4,5.9,5.3,6.9,2.862,10.5,5.2,3.7,3.3,3.4,,,,,
1971-04-01,,,,5.4,5.9,5.2,7.0,2.8080000000000003,10.0,5.2,3.8,3.4,3.5,,,,,
1971-03-01,,,,5.5,6.0,5.3,7.1,2.915,10.1,5.4,3.6,3.4,3.4,,,,,
1971-02-01,,,,5.3,5.9,5.3,6.8,2.809,10.0,5.2,3.8,3.3,3.6,,,,,
1971-01-01,,,,5.5,5.9,5.4,6.8,2.9700000000000006,9.8,5.3,4.0,3.2,3.7,,,,,
1970-12-01,,,,5.6,6.1,5.6,6.9,3.136,10.0,5.4,4.3,3.4,3.5,,,,,
1970-11-01,,,,5.4,5.9,5.2,6.9,2.8080000000000003,9.8,5.1,3.8,3.4,3.3,,,,,
1970-10-01,,,,5.2,5.5,5.0,6.4,2.6,9.1,4.7,3.7,3.1,3.1,,,,,
1970-09-01,,,,5.0,5.4,4.8,6.3,2.4,9.3,4.3,3.3,3.0,3.1,,,,,
1970-08-01,,,,4.7,5.1,4.6,6.0,2.1619999999999995,8.4,4.5,3.2,3.0,2.8,,,,,
1970-07-01,,,,4.6,5.0,4.6,5.8,2.1159999999999997,8.5,4.5,3.1,3.2,2.9,,,,,
1970-06-01,,,,4.5,4.9,4.5,5.7,2.025,7.8,4.4,3.0,2.7,2.8,,,,,
1970-05-01,,,,4.4,4.8,4.2,5.7,1.8480000000000003,7.8,4.0,3.0,2.7,3.1,,,,,
1970-04-01,,,,4.1,4.6,4.0,5.5,1.6399999999999997,7.5,3.9,2.8,2.5,2.7,,,,,
1970-03-01,,,,4.0,4.4,3.7,5.6,1.48,6.9,3.5,3.0,2.7,2.7,,,,,
1970-02-01,,,,3.8,4.2,3.6,5.1,1.3679999999999999,7.4,3.5,2.6,2.3,2.4,,,,,
1970-01-01,,,,3.6,3.9,3.3,4.9,1.1879999999999997,6.4,3.2,2.3,2.1,2.1,,,,,
1969-12-01,,,,3.3,3.5,3.0,4.5,0.9899999999999999,5.9,2.8,2.1,2.0,2.1,,,,,
1969-11-01,,,,3.2,3.5,2.9,4.5,0.928,5.8,3.0,2.2,1.9,2.0,,,,,
1969-10-01,,,,3.4,3.7,3.0,5.0,1.0199999999999998,6.0,2.9,2.1,2.0,2.2,,,,,
1969-09-01,,,,3.4,3.7,3.1,4.9,1.0539999999999998,6.2,3.0,2.4,1.9,2.2,,,,,
1969-08-01,,,,3.1,3.5,2.8,4.8,0.868,5.4,2.9,2.2,1.9,2.1,,,,,
1969-07-01,,,,3.2,3.5,2.9,4.6,0.928,5.7,2.8,2.2,1.9,2.0,,,,,
1969-06-01,,,,3.1,3.5,2.7,4.8,0.8370000000000001,5.6,2.9,2.2,1.8,1.9,,,,,
1969-05-01,,,,3.0,3.4,2.6,4.6,0.78,5.4,2.6,2.3,1.9,1.7,,,,,
1969-04-01,,,,3.0,3.4,2.6,4.7,0.78,5.6,2.7,2.1,1.9,1.9,,,,,
1969-03-01,,,,3.0,3.4,2.7,4.6,0.8100000000000002,5.5,2.7,2.0,1.8,1.9,,,,,
1969-02-01,,,,3.0,3.4,2.6,4.6,0.78,5.5,2.6,2.1,1.9,2.1,,,,,
1969-01-01,,,,3.0,3.4,2.7,4.6,0.8100000000000002,5.5,2.6,2.1,2.1,2.0,,,,,
1968-12-01,,,,3.0,3.4,2.7,4.6,0.8100000000000002,5.6,2.6,1.9,1.9,2.0,,,,,
1968-11-01,,,,3.0,3.4,2.7,4.6,0.8100000000000002,5.7,2.5,2.2,1.9,2.2,,,,,
1968-10-01,,,,3.0,3.4,2.7,4.5,0.8100000000000002,5.7,2.8,1.9,1.8,2.0,,,,,
1968-09-01,,,,3.1,3.4,2.7,4.5,0.8370000000000001,5.5,2.6,2.1,2.0,2.0,,,,,
1968-08-01,,,,3.2,3.5,2.8,4.7,0.8959999999999999,6.0,2.9,2.1,1.8,2.0,,,,,
1968-07-01,,,,3.2,3.7,2.9,5.0,0.928,5.4,3.1,2.2,1.9,2.2,,,,,
1968-06-01,,,,3.4,3.7,3.0,4.9,1.0199999999999998,6.5,2.8,2.1,1.8,2.3,,,,,
1968-05-01,,,,3.1,3.5,2.7,4.7,0.8370000000000001,5.6,2.9,2.1,1.7,2.1,,,,,
1968-04-01,,,,3.1,3.5,2.8,4.7,0.868,5.5,2.7,2.3,2.1,1.9,,,,,
1968-03-01,,,,3.2,3.7,3.0,4.8,0.9600000000000001,6.1,3.0,2.4,1.9,2.3,,,,,
1968-02-01,,,,3.4,3.8,3.1,5.1,1.0539999999999998,6.2,3.2,2.5,2.1,2.4,,,,,
1968-01-01,,,,3.3,3.7,3.0,5.0,0.9899999999999999,6.0,2.9,2.6,2.1,2.6,,,,,
1967-12-01,,,,3.4,3.8,3.1,5.1,1.0539999999999998,6.1,3.3,2.5,2.2,2.4,,,,,
1967-11-01,,,,3.5,3.9,3.1,5.2,1.085,5.7,3.2,2.5,2.4,2.6,,,,,
1967-10-01,,,,3.5,4.0,3.1,5.6,1.085,5.8,3.3,2.7,2.3,2.4,,,,,
1967-09-01,,,,3.3,3.8,2.9,5.3,0.9569999999999999,6.1,3.1,2.5,2.2,2.2,,,,,
1967-08-01,,,,3.4,3.8,3.1,4.9,1.0539999999999998,5.4,3.0,2.4,2.1,2.6,,,,,
1967-07-01,,,,3.3,3.8,3.0,5.1,0.9899999999999999,6.0,3.3,2.4,2.2,2.3,,,,,
1967-06-01,,,,3.5,3.9,3.2,5.1,1.12,5.7,3.3,2.6,2.7,2.2,,,,,
1967-05-01,,,,3.3,3.8,3.2,5.0,1.056,5.5,3.1,2.4,2.4,2.6,,,,,
1967-04-01,,,,3.4,3.8,3.1,4.9,1.0539999999999998,5.4,3.1,2.6,2.3,2.5,,,,,
1967-03-01,,,,3.3,3.8,3.0,5.1,0.9899999999999999,5.5,3.1,2.6,2.5,2.6,,,,,
1967-02-01,,,,3.3,3.8,3.0,5.2,0.9899999999999999,5.0,3.1,2.5,2.6,2.4,,,,,
1967-01-01,,,,3.4,3.9,3.0,5.4,1.0199999999999998,5.9,3.2,2.5,2.4,2.9,,,,,
1966-12-01,,,,3.3,3.8,3.2,4.8,1.056,5.9,2.8,2.5,2.6,2.6,,,,,
1966-11-01,,,,3.2,3.6,3.1,4.6,0.9920000000000002,5.1,2.7,2.8,2.3,2.4,,,,,
1966-10-01,,,,3.3,3.7,3.0,4.9,0.9899999999999999,5.0,2.8,2.7,2.2,2.5,,,,,
1966-09-01,,,,3.2,3.7,3.1,4.7,0.9920000000000002,5.0,2.9,2.4,2.2,2.5,,,,,
1966-08-01,,,,3.3,3.8,3.2,4.9,1.056,5.4,3.1,2.7,2.3,2.6,,,,,
1966-07-01,,,,3.3,3.8,3.2,4.8,1.056,4.6,3.2,2.5,2.3,2.8,,,,,
1966-06-01,,,,3.4,3.8,3.2,4.9,1.088,5.5,3.1,2.5,2.3,2.4,,,,,
1966-05-01,,,,3.5,3.9,3.2,5.2,1.12,5.6,3.1,2.4,2.3,2.8,,,,,
1966-04-01,,,,3.3,3.8,3.1,4.8,1.0230000000000001,5.4,3.1,2.4,2.2,2.5,,,,,
1966-03-01,,,,3.4,3.8,3.3,4.8,1.1219999999999999,5.4,3.3,2.4,2.3,2.7,,,,,
1966-02-01,,,,3.4,3.8,3.3,4.7,1.1219999999999999,5.0,3.0,2.6,2.4,2.8,,,,,
1966-01-01,,,,3.5,4.0,3.4,5.0,1.1900000000000002,5.5,3.4,2.7,2.3,2.8,,,,,
1965-12-01,,,,3.6,4.0,3.4,5.1,1.2240000000000002,5.9,3.3,2.8,2.4,2.7,,,,,
1965-11-01,,,,3.7,4.1,3.4,5.4,1.258,6.4,3.3,2.9,2.5,3.0,,,,,
1965-10-01,,,,3.8,4.2,3.7,5.1,1.4060000000000001,5.7,3.3,3.0,2.6,2.9,,,,,
1965-09-01,,,,3.8,4.3,3.7,5.4,1.4060000000000001,5.7,3.7,3.0,2.6,2.9,,,,,
1965-08-01,,,,4.0,4.4,3.9,5.2,1.5599999999999998,6.4,3.4,3.1,2.9,3.3,,,,,
